"lon","lat"
-76.1482289,43.0165131
-76.076313,43.066685
-76.2267046,43.1412465
-76.2137106,43.1290518
-76.2137106,43.1290518
-76.2137106,43.1290518
-76.2137106,43.1290518
-76.1711288,43.0256975
-76.1660884,43.0304128
-76.2448406,43.100205
-76.1245296,43.0599349
-76.2698197,43.0416859
-76.2698197,43.0416859
-76.070734,43.0476697
-76.0065668,43.0296097
-76.2217642,43.1342938
-76.1458322,43.1063167
-76.1968468,43.0310355
-76.2238928,43.0482049
-76.1711738,43.0717962
-76.163815,43.054155
-76.135478,42.99119
-76.1311212,42.9978858
-76.160337,43.05387
-76.1469318,43.0598665
-76.2241616,43.0797615
-76.165662,43.037907
-76.129661,43.046717
-76.1443133,43.0449655
-76.124536,43.034064
-76.124536,43.034064
-76.1246034,43.0387468
-76.1437189,43.0222689
-76.1939215,43.047717
-76.1711738,43.0717962
-76.1448489,43.0403596
-76.170126,43.025264
-76.1459537,43.0692563
-76.196129,43.058918
-76.175437,43.079969
-76.1455303,43.0522887
-76.1563137,43.0090513
-76.1606845,43.01925
-76.2698197,43.0416859
-76.1134854,43.1813313
-76.224888,43.188353
-76.070734,43.0476697
-76.0883968,43.0514041
-76.0721943,43.0222791
-76.0183642,43.0358834
-76.1573771,43.0636989
-76.148956,43.0693794
-76.1462474,43.0350713
-76.1711738,43.0717962
-76.1711738,43.0717962
-76.143005,43.008642
-76.237342,43.047669
-76.143005,43.008642
-76.2238928,43.0482049
-76.1119499,43.038018
-76.163602,43.058073
-76.1292098,43.1365011
-76.185068,43.044281
-76.117036,43.0518172
-76.1443036,43.0977995
-76.146009,43.0270339
-76.3023238,43.1281457
-76.3023238,43.1281457
-76.303624,43.128579
-76.3024274,43.1332904
-76.1626724,43.0212801
-76.1550529,43.0629738
-76.1604917,43.0506034
-76.135497,43.054941
-76.337598,43.14406
-76.08448,43.195482
-76.070734,43.0476697
-76.014661,43.029614
-76.1364281,43.1045068
-76.139482,43.1254599
-76.1231595,43.0727125
-76.1350844,43.0670699
-76.1231646,43.0740124
-76.1088405,43.0686742
-76.1953664,43.039598
-76.1593133,43.0218043
-76.214821,43.067011
-76.1711738,43.0717962
-76.154039,43.046511
-76.148956,43.0693794
-76.1074522,43.0688647
-76.1300588,43.0388048
-76.104753,43.042024
-76.1586286,43.0437723
-76.1711738,43.0717962
-76.1430205,43.02069
-76.1587821,43.0676299
-76.1391082,43.0521896
-76.1884242,43.0312517
-76.1968468,43.0310355
-76.19347,43.029325
-76.1536001,43.0486922
-76.1300588,43.0388048
-76.1300588,43.0388048
-76.1267401,43.1234397
-76.122056,43.061342
-76.1493021,43.0200374
